id,slug2,created_at,,,,,,
4676,health-canada-approves-vyxeos?-the-first-chemotherapy-advance-in-over-40-years-for-adults-with-high-risk-acute-myeloid-leukemia-aml,09-07-2021 00:00,,,,,,
4677,lysogene-announces-fda-fast-track-designation-for-lys-gm101-gene-therapy-for-the-treatment-of-gm1-gangliosidosis,09-07-2021 00:00,,,,,,
4678,us-fda-approves-finerenone-for-the-treatment-of-patients-with-chronic-kidney-disease-associated-with-type-2-diabetes,12-07-2021 00:00,,,,,,
4679,new-data-from-the-phase-3-help-study?-open-label-extension-evaluating-safety-and-efficacy-of-takhzyro?-lanadelumab-for-hereditary-angioedema-patients-to-be-presented-at-european-academy-of-allergy-and-clinical-immunology-eaaci-hybrid-congress,12-07-2021 00:00,,,,,,
4680,us-fda-grants-regular-approval-and-expands-indication-for-padcev?-enfortumab-vedotin-ejfv-for-patients-with-locally-advanced-or-metastatic-urothelial-cancer,12-07-2021 00:00,,,,,,
4681,innovent-announces-the-first-patient-dosed-in-the-phase-1-study-of-ibi323-anti-lag-3pd-l1-bispecific-antibody-in-patients-with-advanced-malignant-tumors,12-07-2021 00:00,,,,,,
4682,galapagos-announces-new-data-supporting-rapid-symptom-improvement-and-sustained-steroid-free-remission-with-filgotinib-in-patients-with-ulcerative-colitis,12-07-2021 00:00,,,,,,
4683,stelara?-ustekinumab-demonstrated-sustained-symptomatic-and-corticosteroid-free-remission-rates-in-adults-with-moderately-to-severely-active-ulcerative-colitis-at-nearly-three-years-in-long-term-extension-of-phase-3-trial,12-07-2021 00:00,,,,,,
4684,scynexis-announces-fda-approval-of-brexafemme?-ibrexafungerp-tablets-as-the-first-and-only-oral-non-azole-treatment-for-vaginal-yeast-infections,02-06-2021 00:00,,,,,,
4685,chimerix-receives-us-food-and-drug-administration-approval-for-tembexa?-brincidofovir-for-the-treatment-of-smallpox,04-06-2021 00:00,,,,,,
4686,prothena-and-novo-nordisk-announce-acquisition-agreement-for-prothena?s-attr-amyloidosis-programme,13-07-2021 00:00,,,,,,
4687,biogen-and-innocare-announce-license-and-collaboration-agreement-for-orelabrutinib-an-innovative-cns-penetrant-btk-inhibitor-for-the-potential-treatment-of-multiple-sclerosis,13-07-2021 00:00,,,,,,
4688,menagen-middleeast-announces-commercializing-agreement-with-ckd-for-biosimilar-darbepotein-alfa,13-07-2021 00:00,,,,,,
4689,hutchmed-announces-first-commercial-sale-of-orpathys?-in-china-triggering-a-us25-million-milestone-payment-from-astrazeneca,13-07-2021 00:00,,,,,,
4690,janssen-announces-us-fda-approval-of-darzalex-faspro?-daratumumab-and-hyaluronidase-fihj-in-combination-with-pomalidomide-and-dexamethasone-for-patients-with-multiple-myeloma-after-first-or-subsequent-relapse,13-07-2021 00:00,,,,,,
4691,affinivax-and-astellas-present-safety-and-immunogenicity-data-from-phase-2-study-of-asp3772-a-novel-24-valent-maps?-vaccine-for-streptococcus-pneumoniae,13-07-2021 00:00,,,,,,
4692,hepion-pharmaceuticals-announces-positive-topline-data-from-phase-2a-?ambition?-nash-trial-all-primary-endpoints-achieved,14-07-2021 00:00,,,,,,
4693,hologic-obtains-european-ce-mark-for-use-of-saliva-samples-with-covid-19-test,14-07-2021 00:00,,,,,,
4694,bicycle-therapeutics-enters-exclusive-license-and-collaboration-agreement-with-ionis-to-develop-targeted-oligonucleotide-therapeutics,14-07-2021 00:00,,,,,,
4695,excellthera-and-astellas-enter-into-a-license-for-the-use-of-molecule-um171-in-the-field-of-pluripotent-stem-cells,14-07-2021 00:00,,,,,,
4696,strongbridge-biopharma-plc-announces-publication-of-long-term-efficacy-and-safety-results-for-keveyis?-dichlorphenamide-for-the-treatment-of-primary-periodic-paralysis-in-muscle-nerve,14-07-2021 00:00,,,,,,
4697,caribou-biosciences-announces-dosing-of-first-patient-in-phase-1-clinical-trial-evaluating-cb-010-a-crispr-edited-allogeneic-anti-cd19-car-t-cell-therapy-in-patients-with-relapsed-or-refractory-b-cell-non-hodgkin-lymphoma,14-07-2021 00:00,,,,,,
4698,lilly-announces-acquisition-of-protomer-technologies,15-07-2021 00:00,,,,,,
4699,galapagos-reports-positive-topline-results-with-selective-tyk2-inhibitor-glpg3667-in-phase-1b-psoriasis-study,15-07-2021 00:00,,,,,,
4700,novartis-announces-nejm-publication-of-positive-phase-iii-reach3-data-for-jakavi-in-chronic-gvhd,15-07-2021 00:00,,,,,,
4701,johnson-johnson-single-shot-covid-19-vaccine-demonstrated-a-durable-immune-response-and-elicited-dual-mechanisms-of-protection-against-delta-and-other-sars-cov-2-variants-of-concern-in-data-published-in-new-england-journal-of-medicine,15-07-2021 00:00,,,,,,
4702,heat-biologics-enters-into-research-license-agreement-for-probiogen?s-transposase-system-and-suspension-hek293-cell-line,15-07-2021 00:00,,,,,,
4703,aragen-announces-partnership-with-skyhawk-therapeutics-aimed-at-developing-novel-small-molecule-therapeutics-that-correct-rna-expression,15-07-2021 00:00,,,,,,
4704,eton-pharmaceuticals-announces-fda-approval-of-rezipres?-ephedrine-hydrochloride-injection,15-06-2021 00:00,,,,,,
4706,ipsen-and-irlab-enter-exclusive-worldwide-licensing-agreement-aimed-to-improve-the-lives-of-people-living-with-parkinson?s-disease,16-07-2021 00:00,,,,,,
4707,alexion-announces-positive-topline-results-from-phase-3-study-of-ultomiris?-ravulizumab-cwvz-in-adults-with-generalized-myasthenia-gravis-gmg,16-07-2021 00:00,,,,,,
4708,vir-biotechnology-initiates-phase-2-clinical-trial-evaluating-the-combination-of-vir-2218-and-vir-3434-as-a-functional-cure-regimen-for-chronic-hepatitis-b-virus-infection,16-07-2021 00:00,,,,,,
4709,bio-thera-solutions-announces-the-first-patient-dosed-in-phase-iii-clinical-trial-for-bat2206-a-proposed-biosimilar-of-stelara?-ustekinumab,16-07-2021 00:00,,,,,,
4710,acelrx-enters-into-licensing-agreement-for-dzuveo?-in-europe-and-in-licensing-agreement-for-two-products-in-the-us,16-07-2021 00:00,,,,,,
4711,lilly-and-banner-alzheimer?s-institute-collaborate-on-planned-phase-3-prevention-trial-of-donanemab,16-07-2021 00:00,,,,,,
4712,gsk-announces-positive-headline-results-from-five-phase-3-studies-of-daprodustat-for-patients-with-anaemia-due-to-chronic-kidney-disease,19-07-2021 00:00,,,,,,
4713,samsung-bioepis-and-yuhan-corporation-signed-a-domestic-sales-partnership-for-?humira?-biosimilar?-adalloce?,15-03-2021 00:00,,,,,,
4714,mabxience-expanding-biosimilar-and-cdmo-manufacturing-capacity-with-abec-4-000-liter-single-use-bioreactor,23-03-2021 00:00,,,,,,
4715,merck-announces-us-fda-approval-of-vaxneuvance?-pneumococcal-15-valent-conjugate-vaccine-for-the-prevention-of-invasive-pneumococcal-disease-in-adults-18-years-and-older-caused-by-15-serotypes,19-07-2021 00:00,,,,,,
4716,us-fda-approves-fexinidazole-as-the-first-all-oral-treatment-for-sleeping-sickness,19-07-2021 00:00,,,,,,
4717,imfinzi-approved-in-china-for-the-treatment-of-extensive-stage-small-cell-lung-cancer,19-07-2021 00:00,,,,,,
4718,new-phase-3-data-support-the-sustained-long-acting-efficacy-of-lenacapavir-gilead?s-investigational-hiv-1-capsid-inhibitor,19-07-2021 00:00,,,,,,
4719,new-data-for-genentech?s-hemlibra-emicizumab-kxwh-reinforce-safety-profile-in-people-with-hemophilia-a,19-07-2021 00:00,,,,,,
4720,aridis-pharmaceuticals-announces-exclusive-license-of-suvratoxumab-a-phase-3-ready-monoclonal-antibody-from-astrazeneca,20-07-2021 00:00,,,,,,
4721,japan-becomes-first-country-to-approve-regeneron-antibody-cocktail-casirivimab-and-imdevimab-for-the-treatment-of-mild-to-moderate-covid-19,20-07-2021 00:00,,,,,,
4722,samsung-bioepis-initiates-phase-3-clinical-trial-for-sb17-proposed-biosimilar-to-stelara-ustekinumab,20-07-2021 00:00,,,,,,
4723,us-fda-grants-full-approval-of-rezurock-belumosudil-for-the-treatment-of-patients-with-chronic-graft-versus-host-disease-cgvhd,20-07-2021 00:00,,,,,,
4724,biontech-to-acquire-kite?s-neoantigen-tcr-cell-therapy-rd-platform-and-manufacturing-facility-in-gaithersburg-md,20-07-2021 00:00,,,,,,
4725,myovant-sciences-announces-european-commission-approval-for-ryeqo?-for-the-treatment-of-women-with-uterine-fibroids,20-07-2021 00:00,,,,,,
4726,merck-presents-new-data-from-ongoing-phase-2a-clinical-trial-evaluating-the-safety-tolerability-and-pharmacokinetics-of-investigational-once-monthly-oral-islatravir-for-hiv-1-prevention-at-ias-2021,21-07-2021 00:00,,,,,,
4727,relmada-therapeutics-announces-the-acquisition-of-development-and-commercial-rights-to-novel-psilocybin-and-derivates-program-from-arbormentis-llc,21-07-2021 00:00,,,,,,
4728,albireo-announces-fda-approval-of-bylvay?-odevixibat-the-first-drug-treatment-for-patients-with-progressive-familial-intrahepatic-cholestasis-pfic,21-07-2021 00:00,,,,,,
4729,scilex-holding-company-a-sorrento-company-announces-complete-enrollment-on-non-opioid-injectable-sp-102-semdexa?-phase-3-pivotal-trial-clear-program-for-sciatica-pain-management,21-07-2021 00:00,,,,,,
4730,fda-grants-breakthrough-therapy-designation-for-venclexta-in-combination-with-azacitidine-for-the-treatment-of-patients-with-myelodysplastic-syndromes,21-07-2021 00:00,,,,,,
4731,calliditas-therapeutics-and-stada-partner-to-register-and-commercialize-specialty-therapy-for-iga-nephropathy-in-europe,21-07-2021 00:00,,,,,,
4732,lexeo-therapeutics-expands-cardiac-gene-therapy-pipeline-with-acquisition-of-stelios-therapeutics-and-its-gene-therapy-programs-for-rare-cardiovascular-diseases,22-07-2021 00:00,,,,,,
4733,verquvo?-vericiguat-approved-in-the-european-union,22-07-2021 00:00,,,,,,
4734,im-therapeutics-reports-positive-results-in-safety-tolerability-and-mechanism-of-action-of-phase-1b-trial-of-lead-drug-imt-002-in-type-1-diabetes,22-07-2021 00:00,,,,,,
4735,sorrento-announces-its-partner-mabpharm-has-received-marketing-approval-in-china-for-infliximab-biobetter,22-07-2021 00:00,,,,,,
4736,bluebird-bio-receives-ec-approval-for-skysona?-elivaldogene-autotemcel-lenti-d?-gene-therapy-for-patients-less-than-18-years-of-age-with-early-cerebral-adrenoleukodystrophy-cald-without-matched-sibling-donor,22-07-2021 00:00,,,,,,
4737,fda-approves-keytruda?-pembrolizumab-plus-lenvima?-lenvatinib-combination-for-patients-with-certain-types-of-advanced-endometrial-carcinoma,22-07-2021 00:00,,,,,,
4738,polpharma-biologics-group-announces-that-its-joint-venture-company-bioeq-has-entered-into-a-commercialization-agreement-for-biosimilar-ranibizumab,07-07-2021 00:00,,,,,,
4739,synaffix-announces-deal-with-profoundbio-worth-up-to-246-million-providing-access-to-multiple-novel-linker-payload-technologies,23-07-2021 00:00,,,,,,
4740,ngm-announces-completion-of-enrollment-in-phase-2-catalina-study-of-ngm621-in-patients-with-geographic-atrophy-secondary-to-age-related-macular-degeneration,23-07-2021 00:00,,,,,,
4741,inhalon-collaborates-with-celltrion-inc-to-develop-nebulized-form-of-regdanvimab-to-treat-covid-19-patients-at-home,23-07-2021 00:00,,,,,,
4742,meiji-and-dong-a-st-enter-into-an-exclusive-license-agreement-with-intas-to-commercialize-dmb-3115-a-proposed-biosimilar-to-ustekinumab,23-07-2021 00:00,,,,,,
4743,imaginab-announces-extension-of-long-standing-partnership-with-boehringer-ingelheim,23-07-2021 00:00,,,,,,
4744,bydureon-bcise-exenatide-extended-release-approved-in-the-us-for-the-treatment-of-type-2-diabetes-in-pediatric-patients-ages-10-years-and-older,23-07-2021 00:00,,,,,,
4745,vaxzevria-is-highly-effective-after-one-dose-against-severe-disease-or-hospitalisation-caused-by-beta-and-delta-variants-of-concern,26-07-2021 00:00,,,,,,
4746,vaxzevria-is-highly-effective-after-one-dose-against-severe-disease-or-hospitalisation-caused-by-beta-and-delta-variants-of-concern,26-07-2021 00:00,,,,,,
4747,new-data-presented-on-the-safety-and-efficacy-of-investigational-agn-190584-as-a-potential-novel-treatment-for-presbyopia-a-common-and-progressive-eye-condition,26-07-2021 00:00,,,,,,
4748,incyte-provides-regulatory-update-on-retifanlimab-for-the-treatment-of-certain-patients-with-squamous-cell-carcinoma-of-the-anal-canal-scac,26-07-2021 00:00,,,,,,
4749,denali-therapeutics-announces-positive-interim-data-from-phase-12-study-with-etvids-dnl310-in-patients-with-the-lysosomal-storage-disease-hunter-syndrome-mps-ii,26-07-2021 00:00,,,,,,
4750,perkinelmer-to-acquire-antibody-and-reagent-leader-biolegend,26-07-2021 00:00,,,,,,
4751,beigene-announces-approval-in-canada-of-brukinsa?-zanubrutinib-for-the-treatment-of-patients-with-mantle-cell-lymphoma,27-07-2021 00:00,,,,,,
4752,prothena-presents-new-data-from-robust-alzheimer?s-portfolio-at-the-alzheimer?s-association-international-conference-2021,27-07-2021 00:00,,,,,,
4753,shingrix-approved-in-the-us-for-prevention-of-shingles-in-immunocompromised-adults,27-07-2021 00:00,,,,,,
4754,adagio-therapeutics-partners-with-biocon-biologics-to-bring-potent-and-broadly-neutralizing-covid-19-antibody-treatment-to-patients-in-india-and-select-emerging-markets,27-07-2021 00:00,,,,,,
4755,biontech-provides-update-on-plans-to-develop-sustainable-solutions-to-address-infectious-diseases-on-the-african-continent,27-07-2021 00:00,,,,,,
4756,regeneron-and-astrazeneca-to-research-develop-and-commercialize-new-small-molecule-medicines-for-obesity,27-07-2021 00:00,,,,,,
4757,amgen-to-acquire-privately-held-teneobio-for-900-million-in-cash-with-future-contingent-milestone-payments,28-07-2021 00:00,,,,,,
4758,peptidream-and-takeda-expand-collaborative-research-and-license-agreement-to-develop-peptide-drug-conjugates-for-cns-diseases,28-07-2021 00:00,,,,,,
4759,abbvie-and-calico-announce-second-extension-of-collaboration-focused-on-aging-and-age-related-diseases,28-07-2021 00:00,,,,,,
4760,sanofi-provides-update-on-avalglucosidase-alfa-eu-submission-for-patients-with-pompe-disease,28-07-2021 00:00,,,,,,
4761,bridgebio-announces-clinical-collaboration-with-bristol-myers-squibb-to-study-bbp-398-a-potentially-best-in-class-shp2-inhibitor-in-combination-with-opdivo?-nivolumab-in-advanced-solid-tumors-with-kras-mutations,28-07-2021 00:00,,,,,,
4762,arena-pharmaceuticals-and-aristea-therapeutics-establish-collaboration-for-development-of-rist4721-for-treatment-of-serious-immune-mediated-inflammatory-diseases,28-07-2021 00:00,,,,,,
4763,bd-acquires-tepha-inc-to-drive-new-innovations-in-soft-tissue-repair-and-regeneration,29-07-2021 00:00,,,,,,
4764,fda-accepts-application-for-roche?s-faricimab-for-the-treatment-of-neovascular-age-related-macular-degeneration-namd-and-diabetic-macular-edema-dme,29-07-2021 00:00,,,,,,
4765,dupixent?-dupilumab-significantly-improved-itch-and-hives-in-patients-with-chronic-spontaneous-urticaria-a-step-forward-in-demonstrating-the-role-of-type-2-inflammation-in-these-patients,29-07-2021 00:00,,,,,,
4766,viatris-inc-and-biocon-biologics-receive-historic-approval-for-first-interchangeable-biosimilar-semglee?-insulin-glargine-yfgn-injection-for-the-treatment-of-diabetes,29-07-2021 00:00,,,,,,
4767,protagonist-therapeutics-announces-amendment-of-agreement-with-janssen-biotech-for-the-continued-development-and-commercialization-of-il-23-antagonists,29-07-2021 00:00,,,,,,
4768,us-food-and-drug-administration-grants-breakthrough-therapy-designation-to-takeda?s-investigational-compound-tak-994-an-oral-orexin-agonist-in-clinical-development-for-narcolepsy-type-1-nt1,29-07-2021 00:00,,,,,,
4769,first-patient-dosed-in-phase-1-clinical-trial-of-henlius-bevacizumab-hlx04-o,19-07-2021 00:00,,,,,,
4770,lilly-and-kumquat-biosciences-announce-collaboration-to-discover-and-develop-novel-small-molecules-that-stimulate-tumor-specific-immune-responses,30-07-2021 00:00,,,,,,
4771,gsk-announces-fda-approval-for-nucala-mepolizumab-for-use-in-adults-with-chronic-rhinosinusitis-with-nasal-polyps,30-07-2021 00:00,,,,,,
4772,junshi-biosciences-announces-acceptance-by-nmpa-of-supplemental-new-drug-application-for-toripalimab-plus-chemotherapy-as-first-line-treatment-for-advanced-or-metastatic-esophageal-squamous-cell-carcinoma,30-07-2021 00:00,,,,,,
4773,alnylam-and-peptidream-enter-into-collaboration-agreement-to-discover-and-develop-peptide-sirna-conjugates-for-targeted-delivery-of-rnai-therapeutics-to-a-broader-range-of-extrahepatic-tissues,30-07-2021 00:00,,,,,,
4774,beigene-announces-positive-topline-results-from-phase-3-sequoia-trial-comparing-brukinsa?-zanubrutinib-to-bendamustine-plus-rituximab-in-patients-with-treatment-na?ve-chronic-lymphocytic-leukemia,30-07-2021 00:00,,,,,,
4775,data-for-roche?s-evrysdi?-risdiplam-published-in-new-england-journal-of-medicine-shows-significant-improvement-in-survival-and-motor-milestones-in-babies-with-type-1-spinal-muscular-atrophy-sma,30-07-2021 00:00,,,,,,
4776,astellas-and-minovia-therapeutics-announce-strategic-collaboration-for-novel-mitochondrial-cell-therapy-programs,02-08-2021 00:00,,,,,,
4777,takeda-and-frazier-healthcare-partners-announce-collaboration-to-launch-hillevax-inc-to-develop-clinical-stage-norovirus-vaccine-candidate,02-08-2021 00:00,,,,,,
4778,saphnelo-anifrolumab-approved-in-the-us-for-moderate-to-severe-systemic-lupus-erythematosus,02-08-2021 00:00,,,,,,
4779,uptravi?-selexipag-receives-fda-approval-for-intravenous-use-in-adult-patients-with-pulmonary-arterial-hypertension-pah,02-08-2021 00:00,,,,,,
4780,ipsen-and-exicure-enter-into-exclusive-collaboration-targeting-rare-neurodegenerative-disorders,02-08-2021 00:00,,,,,,
4781,fda-expands-authorized-use-of-regen-cov?-casirivimab-and-imdevimab,02-08-2021 00:00,,,,,,
4782,biofactura-announces-initiation-of-phase-i-study-of-bfi-751-a-stelara?-ustekinumab-biosimilar,25-05-2021 00:00,,,,,,
4783,abzena-and-bioxpress-therapeutics-announce-partnership-to-support-the-development-and-manufacture-of-biosimilars-for-global-customers,27-07-2021 00:00,,,,,,
4784,abbott-introduces-jot-dx?-insertable-cardiac-monitor-designed-to-reduce-data-burden-and-improve-accurate-diagnosis-of-difficult-to-detect-abnormal-heart-rhythms,03-08-2021 00:00,,,,,,
4785,sanofi-to-acquire-translate-bio-advances-deployment-of-mrna-technology-across-vaccines-and-therapeutics-development,03-08-2021 00:00,,,,,,
4786,us-fda-grants-priority-review-to-roche?s-tecentriq-as-adjuvant-treatment-for-certain-people-with-early-non-small-cell-lung-cancer,03-08-2021 00:00,,,,,,
4787,novartis-announces-lift-of-partial-clinical-trial-hold-and-plans-to-initiate-a-new-pivotal-phase-3-study-of-intrathecal-oav-101-in-older-patients-with-sma,03-08-2021 00:00,,,,,,
4788,nice-approves-first-treatment-in-pilot-of-new-approach-to-cost-comparison-fast-track-appraisals,03-08-2021 00:00,,,,,,
4789,lilly-and-incyte?s-baricitinib-reduced-deaths-among-patients-with-covid-19-receiving-invasive-mechanical-ventilation,03-08-2021 00:00,,,,,,
4790,marinus-pharmaceuticals-announces-exclusive-collaboration-with-orion-corporation-for-european-commercialization-of-ganaxolone,04-08-2021 00:00,,,,,,
4791,bayer?s-investigational-p2x3-antagonist-meets-primary-efficacy-endpoint-and-shows-favorable-safety-and-tolerability-profile,04-08-2021 00:00,,,,,,
4792,tachyon-and-abcellera-collaborate-to-develop-novel-antibody-therapeutic-targeting-tgf-?-superfamily-member-for-the-treatment-of-cancer,04-08-2021 00:00,,,,,,
4793,celltrion-healthcare?s-anticancer-therapeutics-herzuma?-trastuzumab-and-truxima?-rituximab-win-brazilian-tender-for-two-consecutive-years,04-08-2021 00:00,,,,,,
4794,outlook-therapeutics-reports-positive-efficacy-and-safety-data-from-pivotal-phase-3-norse-two-trial-of-ons-5010-lytenava?-bevacizumab-vikg-for-the-treatment-of-wet-amd,04-08-2021 00:00,,,,,,
4796,f-star-therapeutics-announces-collaboration-with-msd-to-evaluate-fs120-in-combination-with-keytruda,05-08-2021 00:00,,,,,,
4797,schr?dinger-and-zai-lab-announce-a-global-rd-collaboration-in-oncology,05-08-2021 00:00,,,,,,
4798,pfizer-announces-positive-top-line-results-from-phase-2b3-trial-of-ritlecitinib-in-alopecia-areata,05-08-2021 00:00,,,,,,
4799,phase-3-trial-of-libtayo?-cemiplimab-combined-with-chemotherapy-stopped-early-due-to-significant-improvement-in-overall-survival-in-patients-with-first-line-advanced-non-small-cell-lung-cancer,05-08-2021 00:00,,,,,,
4800,phase-3-trial-of-libtayo?-cemiplimab-combined-with-chemotherapy-stopped-early-due-to-significant-improvement-in-overall-survival-in-patients-with-first-line-advanced-non-small-cell-lung-cancer,05-08-2021 00:00,,,,,,
4801,merck?s-keytruda?-pembrolizumab-significantly-prolonged-recurrence-free-survival-rfs-compared-to-placebo-as-adjuvant-therapy-for-patients-with-stage-ii-resected-high-risk-melanoma-in-phase-3-keynote-716-trial,05-08-2021 00:00,,,,,,
4802,bayer-strengthens-drug-discovery-platform-through-acquisition-of-vividion-therapeutics,06-08-2021 00:00,,,,,,
4803,sierra-oncology-signs-exclusive-global-in-licensing-agreement-with-astrazeneca-for-novel-bet-inhibitor-to-expand-myelofibrosis-pipeline,06-08-2021 00:00,,,,,,
4804,final-results-from-the-longest-hereditary-angioedema-study-of-active-treatment-duration-conducted-to-date-support-the-sustained-safety-and-efficacy-of-takhzyro?-lanadelumab-injection-for-long-term-prevention-of-hereditary-angioedema-attacks,06-08-2021 00:00,,,,,,
4805,polpharma-biologics-group-announces-that-its-joint-venture-bioeq-has-submitted-a-biologics-license-application-bla-for-biosimilar-ranibizumab-to-the-us-food-and-drug-administration-fda,06-08-2021 00:00,,,,,,
4806,kite-and-appia-bio-announce-collaboration-to-research-and-develop-allogeneic-cell-therapies-for-cancer,06-08-2021 00:00,,,,,,
4807,medtronic-to-acquire-intersect-ent,06-08-2021 00:00,,,,,,
4808,fda-approves-nexviazyme?-avalglucosidase-alfa-ngpt-an-important-new-treatment-option-for-late-onset-pompe-disease,09-08-2021 00:00,,,,,,
4809,phase-iii-study-shows-genentech?s-polivy-plus-r-chp-is-the-first-regimen-in-20-years-to-significantly-improve-outcomes-in-previously-untreated-aggressive-form-of-lymphoma-compared-to-standard-of-care,09-08-2021 00:00,,,,,,
4810,updated-overall-survival-data-and-biomarker-results-from-sintilimab-orient-11-study-in-first-line-nonsquamous-non-small-cell-lung-cancer-published-in-the-journal-of-thoracic-oncology,09-08-2021 00:00,,,,,,
4811,forxiga-approved-in-the-eu-for-the-treatment-of-chronic-kidney-disease-in-patients-with-and-without-type-2-diabetes,09-08-2021 00:00,,,,,,
4812,new-two-year-data-showed-bimekizumab-maintained-high-levels-of-skin-clearance-in-patients-with-moderate-to-severe-plaque-psoriasis,09-08-2021 00:00,,,,,,
4813,calliditas-receives-fda-fast-track-designation-for-setanaxib-in-pbc,09-08-2021 00:00,,,,,,
4814,molecular-partners-to-regain-global-rights-to-abicipar,10-08-2021 00:00,,,,,,
4815,harmony-biosciences-acquires-asset-with-novel-mechanism-of-action-for-the-potential-treatment-of-narcolepsy-and-other-rare-neurological-diseases,10-08-2021 00:00,,,,,,
4816,mission-and-abbvie-collaboration-in-alzheimer?s-and-parkinson?s-diseases-reaches-next-milestone,10-08-2021 00:00,,,,,,
4817,seagen-and-remegen-announce-exclusive-worldwide-license-and-co-development-agreement-for-disitamab-vedotin,10-08-2021 00:00,,,,,,
4818,alnylam-completes-enrollment-in-helios-b-phase-3-study-of-investigational-vutrisiran-in-patients-with-transthyretin-mediated-attr-amyloidosis-with-cardiomyopathy,10-08-2021 00:00,,,,,,
4819,fda-grants-priority-review-to-merck?s-supplemental-biologics-license-application-for-keytruda?-pembrolizumab-as-adjuvant-therapy-in-certain-patients-with-renal-cell-carcinoma-rcc-following-surgery,10-08-2021 00:00,,,,,,
4820,finch-therapeutics-announces-takeda-to-accelerate-leadership-role-in-fin-524-ulcerative-colitis-development-program,11-08-2021 00:00,,,,,,
4821,dermavant-announces-fda-acceptance-for-filing-of-new-drug-application-nda-for-tapinarof-cream-for-the-treatment-of-adults-with-plaque-psoriasis,11-08-2021 00:00,,,,,,
4822,gw-pharmaceuticals-receives-approval-for-epidyolex?-cannabidiol-from-the-mhra-for-the-treatment-of-seizures-associated-with-tuberous-sclerosis-complex,11-08-2021 00:00,,,,,,
4823,fda-accepts-application-for-merck?s-keytruda?-pembrolizumab-as-single-agent-for-certain-patients-with-msi-hdmmr-advanced-endometrial-carcinoma,11-08-2021 00:00,,,,,,
4824,boston-scientific-receives-fda-clearance-for-exalt?-model-b-single-use-bronchoscope,11-08-2021 00:00,,,,,,
4825,fibrogen-receives-complete-response-letter-from-the-fda-for-roxadustat-for-anemia-of-chronic-kidney-disease,11-08-2021 00:00,,,,,,
4826,sorrento-and-dyadic-announce-binding-term-sheet-to-license-dyadic?s-lead-covid-19-vaccine-candidate-?dyai-100?-and-c1-technology-for-protein-based-coronavirus-vaccines-and-therapeutics,12-08-2021 00:00,,,,,,
4827,fda-approves-keytruda?-pembrolizumab-plus-lenvima?-lenvatinib-combination-for-first-line-treatment-of-adult-patients-with-advanced-renal-cell-carcinoma-rcc,12-08-2021 00:00,,,,,,
4828,c4-therapeutics-announces-fda-orphan-drug-designation-for-cft7455-for-the-treatment-of-multiple-myeloma,12-08-2021 00:00,,,,,,
4829,innovent-announces-ibi306-anti-pcsk-9-antibody-meets-the-primary-endpoint-in-a-phase-3-clinical-study-for-chinese-heterozygous-familial-hypercholesterolemia,12-08-2021 00:00,,,,,,
4830,i-mab-reports-positive-interim-analysis-from-phase-23-study-of-its-gm-csf-antibody-plonmarlimab-tjm2-to-treat-patients-with-severe-covid-19,12-08-2021 00:00,,,,,,
4831,gc-pharma-announces-publication-of-results-from-phase-iii-clinical-trial-of-?gc5107?-immune-globulin-in-frontiers-in-immunology,12-08-2021 00:00,,,,,,
4832,jazz-pharmaceuticals-announces-us-fda-approval-of-xywav?-calcium-magnesium-potassium-and-sodium-oxybates-oral-solution-for-idiopathic-hypersomnia-in-adults,13-08-2021 00:00,,,,,,
4833,aprea-therapeutics-announces-clinical-hold-on-lymphoid-malignancy-program,13-08-2021 00:00,,,,,,
4834,wise-therapeutics-and-nyu-langone-health-publish-results-of-multiple-sclerosis-study-demonstrating-meaningful-anxiety-reduction-through-game-based-digital-therapeutic,13-08-2021 00:00,,,,,,
4835,ipsen-announces-withdrawal-of-palovarotene-nda-confirming-intention-to-re-submit-following-additional-data-analyses,13-08-2021 00:00,,,,,,
4836,brazilian-health-regulatory-agency-anvisa-grants-emergency-use-authorisation-eua-for-celltrion?s-regdanvimab-ct-p59,13-08-2021 00:00,,,,,,
4837,junshi-biosciences-and-coherus-announce-us-fda-breakthrough-therapy-designation-granted-for-toripalimab-for-1st-line-treatment-of-nasopharyngeal-carcinoma,13-08-2021 00:00,,,,,,
4838,fda-approves-merck?s-hypoxia-inducible-factor-2-alpha-hif-2a-inhibitor-welireg?-belzutifan-for-the-treatment-of-patients-with-certain-types-of-von-hippel-lindau-vhl-disease-associated-tumors,16-08-2021 00:00,,,,,,
4839,sesen-bio-receives-complete-response-letter-from-fda-for-vicineum?-oportuzumab-monatox-qqrs,16-08-2021 00:00,,,,,,
4840,lilly?s-lebrikizumab-significantly-improved-skin-clearance-and-itch-in-people-with-moderate-to-severe-atopic-dermatitis-in-two-phase-3-trials,16-08-2021 00:00,,,,,,
4841,us-fda-approves-ticovac?-pfizer?s-tick-borne-encephalitis-tbe-vaccine,16-08-2021 00:00,,,,,,
4842,merck-canada-initiates-rolling-submission-to-health-canada-for-molnupiravir-an-investigational-oral-therapeutic-agent-for-the-treatment-of-covid-19,16-08-2021 00:00,,,,,,
4843,rocket-pharmaceuticals-announces-fda-lifts-clinical-hold-on-danon-disease-trial-of-rp-a501,16-08-2021 00:00,,,,,,
4844,fda-approves-lyumjev?-insulin-lispro-aabc-injection-100-unitsml-for-use-in-insulin-pumps,17-08-2021 00:00,,,,,,
