Title (News Shots),Categories,Date
Janssen Discontinues its 2018 License Agreement with Argenx for Cusatuzumab,Pharma,2021-08-06
Roche's SARS-CoV-2 Antigen Test Receives CE mark For Self Testing of COVID-19 at Home,COVID-19|MedTech|Regulatory,2021-08-06
BeiGene Reports NMPA's Acceptance of sBLA for Tislelizumab to Treat MSI-H or dMMR Solid Tumors,Regulatory,2021-08-06
AbbVie's Rinvoq (upadacitinib) Receives the Health Canada's Approval for the Treatment of Psoriatic Arthritis,Regulatory,2021-08-06
Bayer to Advance its Investigational Cell and Gene Therapy for Parkinson's Disease,Clinical Trials,2021-09-06
Progentec Signs a Research Collaboration with GSK to Evaluate Proteomics and Digital Health Tools for SLE,DigiHealth,2021-09-06
Pfizer's Prevnar 20 (Pneumococcal 20-Valent Conjugate Vaccine) Receives the US FDA's Approval for the Prevention of Invasive Disease and Pneumonia,Regulatory,2021-09-06
Cardiff Oncology Reports First Patient Dosing in P-II Trial for Onvansertib + Irinotecan and 5-FU as a 2L Treatment for Metastatic Pancreatic Ductal Adenocarcinoma,Clinical Trials,2021-09-06
"Bio-Thera Reports the Initiation of P-III Clinical Trial for BAT2506 (biosimilar, golimumab)",Biosimilars|Clinical Trials,2021-09-06
AbbVie Collaborates with Caraway to Develop TMEM175 for Parkinson's Disease and Other Related Disorders,Biotech,2021-09-06
Merck Signs ~$1.2B Supply Agreement with US Government for Molnupiravir to Treat COVID-19,COVID-19|Pharma,2021-10-06
Inovio Expands its Partnership with Advaccine to Initiate P-III Efficacy Trial for INO-4800 to Treat COVID-19,Biotech|COVID-19,2021-10-06
Hummingbird Collaborates with Novogene to Expand Precision Therapy Testing for NRG1-Fusion Driven Cancers in China,Biotech,2021-10-06
Vertex's Trikafta (elexacaftor/tezacaftor/ivacaftor and ivacaftor) Receives the US FDA's Approval in Children Aged 6 to 11 with Certain Mutations in Cystic Fibrosis,Regulatory,2021-10-06
BeiGene Signs an Exclusive Worldwide Collaboration with Shoreline to Develop and Commercialize Genetically Modified NK Cell Therapies,Biotech,2021-10-06
Takeda Expands its License Agreement with Codexis to Discover Novel Gene Therapies for Fourth Rare Genetic Disorders,Biotech,2021-10-06
Gilead's Epclusa (Sofosbuvir/Velpatasvir) Receives the US FDA's Approval for Children with Chronic Hepatitis C Infection,Regulatory,2021-11-06
BeyondSpring Presents Results of Plinabulin in P-III PROTECTIVE-1 Study for Prevention of Chemotherapy-Induced Neutropenia at ASCO 2021,Clinical Trials,2021-11-06
Verona Pharma Signs $219M Agreement with Nuance Pharma to Develop and Commercialize Ensifentrine in Greater China,Pharma,2021-11-06
Roche Reports New Interim Data of JEWELFISH &amp; RAINBOWFISH Studies for Evrysdi (risdiplam) to Treat Spinal Muscular Atrophy,Clinical Trials,2021-11-06
AbbVie Reports Results of Four-Year Follow-Up Analysis in P-III CLL14 Trial for Venclyxto/Venclexta to Treat Chronic Lymphocytic Leukemia,Clinical Trials,2021-11-06
Vertex and CRISPR Therapeutics Present New Data of CTX001 from 22 Patients with TDT and SCD at EMA 2021,Biotech|Clinical Trials,2021-11-06
Sanofi Presents Results of Sutimlimab in P-III CADENZA Trial to Treat Hemolysis Patients with Cold Agglutinin Disease at EHA 2021,Clinical Trials,14/6/2021
"Celltrion Presents Real-World Data of Truxima (biosimilar, rituximab) for Diffuse Large B-Cell Lymphoma at EHA 2021",Biosimilars|Clinical Trials,14/6/2021
Janssen Presents Results of Darzalex (daratumumab) in P-III MAIA Study for Transplant Ineligible Patients with Multiple Myeloma at EHA 2021,Clinical Trials,14/6/2021
AbbVie Presents Results of Imbruvica (ibrutinib) + Venclexta/Venclyxto in P-III GLOW Study as 1L Treatment for CLL or SLL at EHA 2021,Clinical Trials,14/6/2021
Kite Presents Results of Yescarta (axicabtagene ciloleucel) in P-II ZUMA-5 Trial for R/R Follicular Lymphoma at EHA 2021,Clinical Trials,14/6/2021
GSK Signs an Agreement with iTeos to Develop and Commercialize EOS-448 for Patients with Cancer,Biotech,14/6/2021
Biogen's BIIB111 Fails to Meet its Primary Endpoint in P-III STAR Study for Choroideremia,Clinical Trials,15/6/2021
Novavax's COVID-19 Vaccine Demonstrates 90.4% Efficacy in P-III PREVENT-19 Study,Clinical Trials|COVID-19,15/6/2021
AstraZeneca's COVID-19 Vaccine Demonstrates 92% Efficacy Against Delta (Indian) Variant,Clinical Trials|COVID-19,15/6/2021
BeiGene's Tislelizumab in Combination with Asieris' APL-1202 Receive the US FDA's IND Approval for MIBC,Regulatory,15/6/2021
AstraZeneca's AZD7442 Fails to Meet its Primary Endpoint in P-III STORM CHASER Study for the Prevention of Symptomatic COVID-19,Clinical Trials|COVID-19,15/6/2021
Sage and Biogen Report Results of Zuranolone in P-III WATERFALL Study for Major Depressive Disorder,Clinical Trials,15/6/2021
Innovent Reports First Patient Dosing in P-II Clinical Trial for the Treatment of Obesity in China,Clinical Trials,16/6/2021
Linnaeus Therapeutics Reports the Expansion of Clinical Collaboration with Merck to Evaluate LNS8801 + Keytruda for the Treatment of Patients with Advanced Cancer,Pharma,16/6/2021
Gilead and Jounce's JTX-1811 Receives US FDA's IND Clearance for Cancer Immunotherapies,Biotech,16/6/2021
Regeneron Reports Results of REGEN-COV (casirivimab and imdevimab) in P-III RECOVERY Trial for COVID-19 Patients,Clinical Trials|COVID-19,16/6/2021
Organicell Reports Results of Expanded Access Trial for Zofin to Treat Mild to Moderate COVID-19,Clinical Trials|COVID-19,16/6/2021
Lundbeck Presents Results of Vyepti (eptinezumab-jjmr) in RELIEF Study for Preventive Treatment of Migraine at JAMA,Biotech|Clinical Trials,16/6/2021
Pfizer Presents Results of Tofacitinib in STOP-COVID Study for Patients Hospitalized with COVID-19 Pneumonia at NEJM,Clinical Trials|COVID-19,17/6/2021
MannKind and United Therapeutics Reports the US FDA's Acceptance of NDA for Priority Review of Tyvaso DPI to Treat PAH and PH-ILD,Regulatory,17/6/2021
CureVac Report Results of CVnCoV in Second Interim Analysis of P-llb/lll HERALD Trial to Treat COVID-19,Clinical Trials|COVID-19,17/6/2021
Blueprint Medicines' Ayvakit (avapritinib) Receives FDA's Approval to Treat Patients with Advanced Systemic Mastocytosis,Regulatory,17/6/2021
Atea Pharma Secures $50M Milestone Payment with Roche in the Development of AT-527 for COVID-19,COVID-19|Pharma,17/6/2021
Biogen's Gosuranemab (BIIB092) Fails to Meet its Primary Endpoint in P-II TANGO Study for Alzheimer Disease,Clinical Trials,17/6/2021
Lantheus' Pylarify (piflufolastat F 18) Injection Receives the US FDA's Approval for the Treatment of Prostate Cancer,Regulatory,27/5/2021
Biogen Reports First Patient Dosing in P-III TOPAZ-1 Study of BIIB059 to Treat Systemic Lupus Erythematosus,Clinical Trials,18/6/2021
Kite Enter into a Partnership with Shoreline Biosciences to Develop Novel Allogeneic Cell Therapies,Biotech,18/6/2021
BeiGene Reports First Patient Dosing in P-III AdvanTIG-302 Trial of Ociperlimab (BGB-A1217) + Tislelizumab (BGB-A317) to Treat Non-Small Cell Lung Cancer,Clinical Trials,18/6/2021
CytoReason Collaborates with Sanofi to Initiate its Project Utilizing AI Technology for Asthma,DigiHealth|Pharma,18/6/2021
BioNTech Reports First Patient Dosing in P-II Clinical Trial of BNT111 to Treat Advanced Melanoma,Biotech|Clinical Trials,18/6/2021
Lineage Signs an Exclusive Option Agreement with Amasa Therapeutics to Supply and Use of Clinical-Grade Hystem,Biotech,18/6/2021
Sanofi's Aubagio (teriflunomide) Receives EC's Approval as First Oral MS Therapy for 1L Treatment with Relapsing-Remitting Multiple Sclerosis in Children and Adolescents,Regulatory,21/6/2021
BMS' Onureg (azacytidine) Receives EC's Approval for as Frontline Oral Maintenance Therapy for Adults with Acute Myeloid Leukemia,Regulatory,21/6/2021
Novartis Presents New Data of Zolgensma in P-III Studies in Symptomatic Children with SMA at EAN2021,Clinical Trials,21/6/2021
Eisai Collaborates with BMS for the Co-Development and Co-Commercialization of MORAb-202,Biotech,21/6/2021
BeiGene's Brukinsa (zanubrutinib) Receives the NMPA's Approval for Relapsed or Refractory Waldenström's Macroglobulinemia,Regulatory,21/6/2021
FibroGen Collaborates with HiFiBiO to Advance Next-Generation Therapies for Patients with Cancer and Autoimmune Disease,Biotech,21/6/2021
Bayer Reports sNDA Submission to US FDA and MAA to EMA for Copanlisib + Rituximab to Treat B-iNHL and Relapsed MZL,Regulatory,22/6/2021
Arrowhead Signs a License Agreement with Horizon to Develop siRNA Therapeutic Targeting XDH for Uncontrolled Gout,Biotech,22/6/2021
"Innovent Publishes the Results of Sintilimab + IBI305 (bevacizumab, biosimilar) in P-II/III ORIENT-32 Study as 1L Treatment for HCC in The Lancet Oncology",Biosimilars,22/6/2021
AstraZeneca and MSD's Koselugo (selumetinib) Receive the EU's Approval for Neurofibromatosis Type 1 and Plexiform Neurofibromas,Regulatory,22/6/2021
ViiV Healthcare Signs a License Agreement with Halozyme for ENHANZE Drug Delivery Technology to Develop Ultra Long-Acting Medicines for HIV,Biotech,22/6/2021
GSK and Vir Report Results of Sotrovimab in P-III COMET-ICE Trial for High-Risk Adult Patients with Mild-To-Moderate COVID-19,Clinical Trials|COVID-19,22/6/2021
MacroGenics Signs a License Agreement with Zai Lab to Develop and Commercialize Preclinical Bispecific Antibodies in Oncology,Biotech,16/6/2021
LEO Pharma' Adtralza (tralokinumab) Receives EC's Approval for Moderate-To-Severe Atopic Dermatitis,Regulatory,23/6/2021
Novartis Reports New Data of Kesimpta (ofatumumab) in ALITHIOS Study for Multiple Sclerosis,Clinical Trials,23/6/2021
uniQure Reports 52-Week Clinical Data of Etranacogene Dezaparvovec in P-III HOPE-B Trial for Hemophilia B,Clinical Trials,23/6/2021
uniQure to Acquire Corlieve Therapeutics for $55M,Biotech|M&A,23/6/2021
Pear Therapeutics to Become Public Via THMA SPAC Merger for ~$1.6B,DigiHealth|M&A,23/6/2021
Sorrento Enters a Multi-Year Research and Development Agreement with US NAMRU-3 Against COVID-19,COVID-19,23/6/2021
Roche Report the US FDA's Acceptance of BLA for Port Delivery System with Ranibizumab to Treat Neovascular Age-Related Macular Degeneration,Regulatory,24/6/2021
Eisai and Biogen Receive FDA's Breakthrough Therapy Designation for Lecanemab (BAN2401) to Treat Alzheimer's Disease,Regulatory,24/6/2021
Bayer's Verquvo (vericiguat) Receives MHLW's Approval for Chronic Heart Failure,Regulatory,24/6/2021
Chugai's Evrysdi (risdiplam) Receives MHLW's Approval for the Treatment of Spinal Muscular Atrophy,Regulatory,24/6/2021
Janssen Reports Submission of NDA to the US FDA for Xarelto (rivaroxaban) to Prevent and Treat Blood Clots in Children,Regulatory,24/6/2021
Tecan to Acquire Paramit for ~$1B,M&A|MedTech,24/6/2021
AbbVie Acquire TeneoOne and its TNB-383B for the Treatment of Relapsed or Refractory Multiple Myeloma,M&A,25/6/2021
Lilly's Donanemab Receives the US FDA's Breakthrough Therapy Designation for the Treatment of Alzheimer's Disease,Regulatory,25/6/2021
AbbVie Receive the CHMP's Positive Opinion Recommending Approval of Rinvoq (upadacitinib) for Atopic Dermatitis,Regulatory,25/6/2021
Roche's Actemra/RoActemra (tocilizumab) Receives the US FDA's EUA for Hospitalized Patients with COVID-19,COVID-19|Regulatory,25/6/2021
Regeneron and Sanofi's Libtayo (cemiplimab) Receive the EC's Approval as 1L Treatment for Advanced NSCLC,Regulatory,25/6/2021
Regeneron and Sanofi's Libtayo (cemiplimab) Receive the EC's Approval as 1L Treatment for Advanced Basal Cell Carcinoma,Regulatory,25/6/2021
AstraZeneca Reports First Patient Vaccinating in P-II/III D7220C00001 Trial for AZD2816 to Prevent COVID-19,Clinical Trials|COVID-19,28/6/2021
Mirati's Adagrasib (MRTX849) Receives the US FDA's Breakthrough Therapy Designation for Advanced Non-Small Cell Lung Cancer,Regulatory,28/6/2021
Lilly Presents the Results of Tirzepatide in SURPASS-1 Trial for Type-2 Diabetes at ADA2021,Clinical Trials,28/6/2021
Roche's Enspryng Receives EC's Approval as First Home Subcutaneous Treatment for NMOSD,Regulatory,28/6/2021
AstraZeneca's Forxiga (dapagliflozin) Receives CHMP's Recommendation for Approval to Treat Chronic Kidney Disease in EU,Regulatory,28/6/2021
"Samsung Bioepis and Biogen Receive the CHMP's Positive Opinion Recommending Approval of Byooviz (biosimilar, ranibizumab) for Retinal Vascular Disorders",Biosimilars|Regulatory,28/6/2021
Gilead Reports Submission of NDA to the US FDA for Lenacapavir to Treat HIV-1 in People with Limited Therapy Options,Regulatory,29/6/2021
"Innovent's Tyvyt (sintilimab) + Byvasda (biosimilar, bevacizumab) Receive the NMPA's Approval as 1L Therapy for Hepatocellular Carcinoma",Biosimilars|Regulatory,29/6/2021
"Teva Signs an Exclusive Commercialization Agreement with Bioeq for FYB201 (biosimilar, ranibizumab)",Biosimilars,29/6/2021
AstraZeneca's Vaxzevria (AZD1222) Delivers Strong Immune Responses in COV001 and COV002 Trials Against COVID-19,Clinical Trials,29/6/2021
Medtronic Presents Real-World Data of InPen Smart Insulin Pen for Controlling Blood Sugar Levels at ADA2021,Clinical Trials|MedTech,29/6/2021
Sanofi Reports Results of Soliqua (insulin glargine and lixisenatide) in SoliMix Study for the Treatment of Type 2 Diabetes,Clinical Trials,29/6/2021
Medtronic Launches its First App-Based Research Study to Manage Atrial Fibrillation Disease Burden,DigiHealth,30/6/2021
BMS' Opdivo (nivolumab) + Yervoy (ipilimumab) Receive EC's Approval for dMMR or MSI-H mCRC After Prior Chemotherapy,Regulatory,30/6/2021
AbbVie Report Results of Rinvoq (upadacitinib) in P-III Maintenance Study for the Treatment of Ulcerative Colitis,Clinical Trials,30/6/2021
"Amneal Reports the US FDA's Acceptance of BLA for Alymsys (biosimilar, bevacizumab)",Biosimilars,17/6/2021
Theramex Collaborates with Enzene for the Registration and Commercialization of Biosimilar Denosumab,Biosimilars,2021-10-06
"Celltrion Launches Remsima SC (biosimilar, infliximab) for Rheumatoid Arthritis in Canada",Biosimilars,2021-07-06
Arbutus and Antios Enter into a Clinical Collaboration to Evaluate AB-729 + ATI-2173 for Chronic Hepatitis B Virus Infection,Clinical Trials,30/6/2021
Alvotech Reaches PCD in its Switching Study for AVT02 (Proposed Biosimilar to Humira),Biosimilars,15/6/2021
Vivoryon and Simcere Sign a License Agreement for N3pE Amyloid-Targeting Medicines to Treat Alzheimer's Disease in Greater China,Pharma,30/6/2021
Celltrion to Acquire Controlling Stake of Iksuda Therapeutics,Biosimilars,2021-07-06
"Formycon and Bioeq Report MAA Submission to EMA for FYB201 (biosimilar, ranibizumab)",Biosimilars|Regulatory,30/6/2021
Apellis and Beam Sign a Five-Year Research Collaboration to Discover Novel Therapies for Complement-Driven Diseases,Pharma,2021-01-07
"STADA and Xbrane's Xlucane (biosimilar, ranibizumab) Meet its Primary Endpoint in P-III Xplore Study",Biosimilars|Clinical Trials,2021-01-07
LEXEO Therapeutics' LX2006 Receives the US FDA's Rare Pediatric Disease Designation and Orphan Drug Designation to Treat Friedreich Ataxia,Regulatory,2021-01-07
Abbott's XIENCE Stent Receives the US FDA's Approval for Shortest Blood Thinner Course in Patients with High Bleeding Risk,MedTech|Regulatory,2021-01-07
Jazz's Rylaze (asparaginase erwinia chrysanthemi (recombinant)-rywn) Receives the US FDA's Approval for Acute Lymphoblastic Leukemia or Lymphoblastic Lymphoma,Regulatory,2021-01-07
Orchard Collaborates with Pharming to Develop and Commercialize OTL-105 for Hereditary Angioedema,Pharma,2021-01-07
Nestle and Seres Collaborate to Jointly Commercialize SER-109 for Recurrent Clostridioides difficile Infection,Biotech,2021-02-07
The US FDA Approves FoundationOne CDx for Alunbrig (brigatinib) in Patients with ALK+ NSCLC,MedTech|Regulatory,2021-02-07
Almirall and Kaken Enter into a License Agreement for the Development and Commercialization of Efinaconazole in Europe,Pharma,2021-02-07
Zydus Seeks EUA for ZyCoV-D Against COVID-19 in India,COVID-19|Regulatory,2021-02-07
Denovo In-Licenses Lundbeck's Idalopirdine for Alzheimer's Disease and Other Indications,Pharma,2021-02-07
Hutchmed Reports the US FDA's Acceptance of Surufatinib's NDA for Advanced Neuroendocrine Tumors,Regulatory,2021-02-07
GSK and Alector Sign $2.2B Collaboration to Develop Therapies for Neurodegenerative Diseases,Biotech,2021-05-07
"Gan Lee Presents P-I Results of Proposed Biosimilar Insulins Aspart, Lispro and Glargine at ADA 2021",Biosimilars|Clinical Trials,2021-05-07
Roche to Present New data of Hemlibra (emicizumab) in P-IIIb STASEY Study for Hemophilia A at ISTH 2021,Clinical Trials,2021-05-07
Ocugen and Bharat Biotech Present Results of Covaxin in P-III Study Against COVID-19,Clinical Trials|COVID-19,2021-05-07
Merck Amends Collaboration with NGM to Advance Novel Therapies for Retinal and CVM Diseases,Biotech,2021-05-07
Lupin's Solosec (secnidazole) Receives the US FDA's Approval for the Treatment of Trichomoniasis,Regulatory,2021-05-07
Spero Therapeutics Enters into a License Agreement with Pfizer for SPR206 to Treat MDR Gram Negative Infections,Biotech,2021-06-07
Immunic's IMU-838 Receives the US FDA's IND Approval to Initiate P-III ENSURE &amp; P-II CALLIPER Studies for RRMS &amp; PMS,Clinical Trials|Regulatory,2021-06-07
Abbisko Signs an Exclusive License Agreement with Sperogenix to Develop ABSK021 for ALS and Other Rare Neurological Diseases in Greater China,Pharma,2021-06-07
Hutchmed Initiates P-I Trial of HMPL 295 for the Treatment of Advanced Solid Tumors in China,Clinical Trials,2021-06-07
Roche Enter into a Collaboration with Mimetas to Develop Human Disease Models for Drug Development,Biotech,2021-06-07
Merck's Keytruda (pembrolizumab) Receives the US FDA's Approval for Expanded Indication in Patients with Locally Advanced Cutaneous Squamous Cell Carcinoma,Regulatory,2021-06-07
Sanofi Signs ~$1B Agreement with Eureka &amp; MSK for their Multiple Myeloma Candidate,Biotech,2021-07-07
Alvotech Initiates AVT04-GL-301 Study of AVT04 Proposed Biosimilar to Stelara (ustekinumab) for the Treatment of Plaque Psoriasis,Biosimilars,2021-07-07
Sorrento's Resiniferatoxin Receives the US FDA's Clearance to Initiate P-II Trial for the Treatment of Knee Pain in Patients with Osteoarthritis,Clinical Trials,2021-07-07
Merck Collaborates with OncoSec to Evaluate TAVO (tavokinogene telseplasmid) + Keytruda (pembrolizumab) in P-III KEYNOTE-C87 Trial for Late-Stage Metastatic Melanoma,Clinical Trials,2021-07-07
Y-mAbs Reports BLA Submission to the NMPA for Danyelza (naxitamab-gqgk) to Treat Relapsed/Refractory High-Risk Neuroblastoma,Regulatory,2021-07-07
Mallinckrodt Reports Results of StrataGraft in P-III STRATA2016 Study for Thermal Burns,Clinical Trials|MedTech,2021-07-07
"Teva Enters Into a Commercialization Agreement with Bioeq for FYB201 (biosimilar, ranibizumab)",Biosimilars,2021-08-07
Chugai Files an Application with MHLW for an Additional Indication of Tecentriq as an Adjuvant Treatment for NSCLC in Japan,Biotech,2021-08-07
Roche Enters into a Clinical Collaboration with Treos Bio for PolyPEPI1018 + atezolizumab in P-I/II Trial to Treat Late Stage Microsatellite Stable Metastatic Colorectal Cancer,Biotech,2021-08-07
BeiGene Signs a Supply Agreement with PureTech for LYT-200 and Tislelizumab in Patients with Difficult-to-Treat Solid Tumors,Biotech,2021-08-07
BeiGene Reports NMPA's Acceptance of sBLA for Tislelizumab to Treat Esophageal Squamous Cell Carcinoma in China,Regulatory,2021-08-07
AstraZeneca and Amgen Report the US FDA's Acceptance of BLA and Priority Review of Tezepelumab for the Treatment of Asthma,Regulatory,2021-08-07
AstraZeneca Signs an Exclusive License Agreement with F-star Therapeutics for Novel STING Inhibitors,Biotech,2021-09-07
BeiGene's Kyprolis (carfilzomib) Receives NMPA's Conditional Approval for the Treatment of Relapsed or Refractory Multiple Myeloma,Regulatory,2021-09-07
Lilly Signs a Three-Year Collaboration with Verge Genomics to Discover and Develop Novel Therapies for ALS,Biotech,2021-09-07
Janssen Collaborates with Vor to Develop Engineered Hematopoietic Stem Cell Transplants with Bi-Specific Antibody Therapy to Treat AML,Biotech,2021-09-07
Jazz's Vyxeos (daunorubicin and cytarabine liposome) for Injection Receives Health Canada Approval for the Treatment of High-risk Acute Myeloid Leukemia,Regulatory,2021-09-07
Lysogene Receives the US FDA's Fast Track Designation for LYS-GM101 Gene Therapy to Treat GM1 Gangliosidosis,Regulatory,2021-09-07
Bayer's Kerendia (finerenone) Receives the US FDA's Approval for the Treatment of Chronic Kidney Disease Associated with Type 2 Diabetes,Regulatory,2021-12-07
Takeda Presents Results of Takhzyro (lanadelumab) in P-III HELP Study Open-Label Extension to Treat Hereditary Angioedema Attacks at EAACI 2021,Clinical Trials,2021-12-07
Astellas and Seagen's Padcev (enfortumab vedotin-ejfv) Receive the US FDA's Full Approval and Expands Indication for Patients with Locally Advanced or Metastatic Urothelial Cancer,Regulatory,2021-12-07
Innovent Reports First Patient Dosing in P-I CIBI323A101 Study of IBI323 to Treat Advanced Malignant Tumors,Clinical Trials,2021-12-07
Galapagos Reports New Post-Hoc Analyses from P-III SELECTION Program of Filgotinib to Treat Ulcerative Colitis,Clinical Trials,2021-12-07
Janssen Presents Three-Year Data of Stelara (ustekinumab) in P-lll UNIFI LTE Study for the Treatment of Moderately to Severely Active Ulcerative Colitis at ECCO,Clinical Trials,2021-12-07
Scynexis' Brexafemme (ibrexafungerp tablets) Receives the US FDA's Approval as the First Oral Non-Azole Treatment for Vaginal Yeast Infections,Regulatory,2021-02-06
Chimerix's Tembexa (brincidofovir) Receives the US FDA's Approval for the Treatment of Smallpox,Regulatory,2021-04-06
Novo Nordisk to Acquire Prothena's ATTR Amyloidosis Program for ~$1.2B,Biotech,13/7/2021
Biogen Signs a License Agreement with Innocare for Orelabrutinib to Treat Multiple Sclerosis,Pharma,13/7/2021
Menagen Signs a Commercialization Agreement with CKD for Biosimilar Darbepotein Alfa,Biosimilars,13/7/2021
Janssen's Darzalex Faspro (daratumumab and hyaluronidase-fihj) + Pomalidomide and Dexamethasone Receive the US FDA's Approval to Treat Patients with Multiple Myeloma,Regulatory,13/7/2021
Hutchmed Reports First Commercial Sale of Orpathys (savolitinib) in China,Pharma,13/7/2021
Astellas and Affinivax Present Results of ASP3772 in P-II Study for Streptococcus Pneumoniae,Clinical Trials,13/7/2021
Hepion Reports Results of CRV431 in P-IIa AMBITION Trial for the Treatment of NASH,Clinical Trials,14/7/2021
Hologic Receives CE Mark to Use Saliva Samples with Aptima SARS-CoV-2 Test in EU,COVID-19|MedTech,14/7/2021
Ionis Signs an Exclusive WW License Agreement with Bicycle to Develop Targeted Oligonucleotide Therapeutics Using TfR1 Bicycle Technology,Biotech,14/7/2021
Astellas Signs a License Agreement with ExCellThera for In Vitro Use of UM171 in Pluripotent Stem Cells,Biotech,14/7/2021
Strongbridge Reports Results of Post Hoc Analyses from a One Year HYPHOP Study of Keveyis (dichlorphenamide) to Treat Primary Periodic Paralysis,Clinical Trials,14/7/2021
Caribou Reports the First Patient Dosing in P-I ANTLER Study of CB-010 to Treat Relapsed or Refractory B Cell Non-Hodgkin Lymphoma,Clinical Trials,14/7/2021
Eli Lilly to Acquire Protomer Technologies for ~$1B,M&A,15/7/2021
Galapagos Reports Results of GLPG3667 in P-Ib Study for the Treatment of Psoriasis,Clinical Trials,15/7/2021
Incyte and Novartis Publish Results of Jakafi (ruxolitinib) in P-III REACH3 Study to Treat Chronic Graft-Versus-Host Disease in NEJM,Clinical Trials,15/7/2021
Johnson &amp; Johnson Publishes Interim Results of Single-Shot COVID-19 Vaccine in P-I/IIa Sub-Study for COVID 19 in NEJM,Clinical Trials,15/7/2021
Heat Biologics Signs a Research License Agreement with ProBioGen for Transposase System and Suspension HEK293 Cell Line,Biotech,15/7/2021
Skyhawk Collaborate with Aragen to Develop Novel Small Molecule Therapeutics to Correct RNA Expression,Biotech,15/7/2021
Eton's Rezipres (ephedrine hydrochloride injection) Receives the US FDA's Approval for the Treatment of Hypotension,Regulatory,15/6/2021
Sarfez's Soaanz Receives the US FDA's Approval for the Treatment of Heart Failure and Renal Disease,Regulatory,21/6/2021
Ipsen Signs an Exclusive WW License Agreement with IRLAB for Mesdopetam to Treat Parkinson Disease,Pharma,16/7/2021
Alexion Reports Results of Ultomiris (ravulizumab-cwvz) in P-III Study for Generalized Myasthenia Gravis,Clinical Trials,16/7/2021
Vir Reports First Patient Dosing in P-II MARCH Trial for VIR-2218 + VIR-3434 as a Functional Cure Regimen for Chronic Hepatitis B Virus Infection,Clinical Trials,16/7/2021
Bio-Thera Reports First Patient Dosing in P-III Study for BAT2206 Proposed Biosimilar of Stelara (ustekinumab),Biosimilars,16/7/2021
AcelRx Signs a License Agreement with Aguettant to Commercialize Dzuveo in EU and for Two Pre-Filled Syringe Products in US,Pharma,16/7/2021
Eli Lilly Signs an Agreement with Banner Alzheimer's Institute to Evaluate Donanemab in P-III TRAILBLAZER-ALZ 3 Trial for Alzheimer's Disease,Biotech,16/7/2021
GSK Reports Results of Daprodustat in P-III ASCEND Program for the Treatment of Anemia due to Chronic Kidney Disease,Clinical Trials,19/7/2021
Merck's Vaxneuvance (pneumococcal 15-valent conjugate vaccine) Receives the US FDA's Approval for the Prevention of Invasive Pneumococcal Disease Caused by 15 Serotypes,Biotech|Regulatory,19/7/2021
Sanofi's Fexinidazole Receives the US FDA's Approval as the First Oral Treatment for Sleeping Sickness,Regulatory,19/7/2021
AstraZeneca's Imfinzi (durvalumab) Receives NMPA's Approval as a 1L Treatment of Extensive-Stage Small Cell Lung Cancer,Regulatory,19/7/2021
Gilead Reports New Data of Lenacapavir in P-II/III CAPELLA Trial for the Treatment of HIV,Clinical Trials,19/7/2021
Genentech Reports New Data of Hemlibra (emicizumab-kxwh) in P-IIIb STASEY Study to Treat Hemophilia A,Clinical Trials,19/7/2021
AstraZeneca Signs an Exclusive WW License Agreement with Aridis for Suvratoxumab to Prevent Pneumonia,Biotech,20/7/2021
Regeneron's Ronapreve Antibody Cocktail (casirivimab and imdevimab) Receives MHLW's Approval for the Treatment of Mild to Moderate COVID-19,Regulatory,20/7/2021
Samsung Bioepis Initiates P-III Clinical Trial of SB17 Proposed Biosimilar to Stelara (ustekinumab),Biosimilars,20/7/2021
Kadmon's Rezurock (belumosudil) Receives the US FDA's Approval for the Treatment of Chronic Graft Versus Host Disease,Regulatory,20/7/2021
"BioNTech Signs a Purchase Agreement to Acquire Kite's Cell Therapy, R&amp;D Platform and Manufacturing Facility in Gaithersburg, MD",Biotech,20/7/2021
"Myovant's Ryeqo (relugolix, estradiol, and norethindrone acetate) Receives EC's Approval for the Treatment of Women with Uterine Fibroids",Regulatory,20/7/2021
Merck Presents Results from P-IIa Clinical Trial of Islatravir (MK-8591) for the Prevention of HIV at IAS 2021,Clinical Trials,21/7/2021
Relmada In-Licenses Psilocybin Program from Arbormentis,Biotech,21/7/2021
Albireo's Bylvay (odevixibat) Receives the US FDA's Approval for the Treatment of Progressive Familial Intrahepatic Cholestasis,Regulatory,21/7/2021
Scilex Reports Completion of Patient Enrollment in P-III C.L.E.A.R. Program for Semdexa (SP-102) to Treat Sciatica Pain Management,Clinical Trials,21/7/2021
Genentech's Venclexta (venetoclax) + Azacitidine Receives Breakthrough Therapy Designation for the Treatment of Myelodysplastic Syndromes,Regulatory,21/7/2021
Calliditas Signs a License Agreement with STADA to Commercialize Specialty Therapy for the Treatment of IgA Nephropathy in EU,Pharma,21/7/2021
Lexeo Acquires Stelios to Expands its Gene Therapy Pipeline for Rare Cardiovascular Diseases,M&A,22/7/2021
Bayer and Merck's Verquvo (vericiguat) Receives the EC's Approval for the Treatment of Chronic Heart Failure,Regulatory,22/7/2021
IM Reports Results of IMT-002 in P-Ib MAD Trial for the Treatment of Type 1 Diabetes,Clinical Trials,22/7/2021
Mabpharm's Biobetter (CMAB008) for Infliximab Receives NMPA's Approval in China,Biosimilars|Regulatory,22/7/2021
