S.No.,Product,CompanyName
6139,,
6140,,
6141,,
6142,,
6143,,
6144,,
6145,,
6146,,
6147,,
6148,,
6149,,
6150,,
6151,,
6152,,
6153,,
6154,,
6155,,
6156,,
6157,,
6158,,
6159,,
6160,,
6161,,
6162,,
6163,,
6164,,
6165,,
6166,,
6167,,
6168,,
6169,,
6170,,
6171,,
6172,,
6173,,
6174,,
6175,,
6176,,
6177,,
6178,,
6179,,
6180,,
6181,,
6182,,
6183,,
6184,,
6185,,
6186,,
6187,,
6188,,
6189,,
6190,,
6191,,
6192,,
6193,,
6194,,
6195,,
6196,,
6197,,
6198,,
6199,,
6200,,
6201,,
6202,,
6203,,
6204,,
6205,,
6206,,
6207,,
6208,GPX4 Inhibitor,"BridgeBio Pharma,Helsinn"
6209,Sintilimab,Innovent Biologics
6210,CS-1002,"CStone,Jiangsu Hengrui"
6212,Bulevirtide,Gilead
6215,Obexelimab,"Zenas BioPharma,Xencor"
6216,Bimekizumab,UCB
6217,"ALUNBRIG,Brigatinib",Takeda
6218,HTL-0016878,"Neurocrine Biosciences,Sosei Heptares"
6219,ARO-HSD,"Arrowhead Pharma,GSK"
6220,,"Twist Bioscience,Abveris"
6221,,"Pfizer,BioNTech"
6222,,"Regeneron,Nykode Therapeutics"
6223,"Adagrasib,VS-6766","Mirati Therapeutics,Verastem Oncology"
6226,,ProQR
6227,"ZEPOSIA,Ozanimod hydrochloride",BMS
6228,TAGRISSO,"HUTCHMED,AstraZeneca"
6229,"LIVTENCITY,Maribavir",Takeda
6347,"BREXAFEMME,Ibrexafungerp",Scynexis
6348,Uproleselan,Apollomics
6349,GLPG-2737,Galapagos
6350,Stelara (ustekinumab),Janssen
6351,"Doravirine, Islatravir",MSD
6352,"Anle-138b,Sery-433","MODAG, Teva"
6353,"Evrenzo,roxadustat",Astellas
6354,Vutrisiran,Alnylam
6355,CU06-RE,"CURACLE, Laboratoires Thea"
6356,,"Takeda,GammaDelta Therapeutics"
6357,Sintilimab (Innovent) NEO_PLIN2101 (NeoCura),"Innovent Biologics, NeoCura"
6358,IMU-838,Immunic
6359,HMPL-523,HUTCHMED
6360,Top 20 Immunology Companies,Top 20 Generics Pharma Companies
6361,"TECARTUS,Brexucabtagene autoleucel",Kite Pharma (Gilead)
6362,Ruxolitinib,Incyte
6363,"ABBV-951,foslevodopa,foscarbidopa",AbbVie
6364,"KYMRIAH,Tisagenlecleucel",Novartis
6365,IMP-9064,IMPACT
6366,ZYNLONTA,ADC Therapeutics
6367,,
6368,"BIKTARVY,Bictegravir,Emtricitabine/Tenofovir Alafenamide",Gilead
6369,"KEYTRUDA,Pembrolizumab",Merck & Co.
6370,"SCEMBLIX,Asciminib",Novartis
6371,"ORPATHYS, Savolitinib","AstraZeneca,Hutchmed"
6372,"DUAKLIR PRESSAIR,Eklira Genuair","AstraZeneca,Covis"
6373,Parsaclisib,Incyte
6374,Axatilimab,"Syndax,Incyte"
6375,"TREMFYA, Guselkumab",Janssen Pharmaceuticals
6376,Toripalimab,"Junshi,Coherus BioSciences"
6377,,"Merck & Co.,Synthekine"
6378,,"Moderna,Metagenomi"
6379,"ATG-008,Onatasertib,ATG-010,Selinexor",Antengene
6380,SAPHNELO,Astrazeneca
6381,BICX-104,"BioCorRx,Recro"
6382,Olezarsen,Ionis Pharma
6383,"GB1211,TECENTRIQ,Atezolizumab","Roche,  Galecto "
6384,,"Novartis,Dunad"
6385,,"Lonza,Codiak"
6386,AMX-0035,Amylyx Pharmaceuticals
6387,AMT-130,uniQure
6388,Trans Sodium Crocetinate,Diffusion Pharmaceuticals
6389,"CHS-201,FYB-201,Ranibizumab",Coherus BioSciences
6390,"BCD-021,bevacizumab",Biocad
6391,Interchangeable Insulin,Viatris (Mylan)
6392,,"Antengene,Amylyx,AstraZeneca,Codiak,Coherus,Dunad,Galecto,Gilead,Hutchmed,Incyte,Ionis,Janssen,Junshi,Lonza,Merck,Metagenomi,Moderna,Novartis,Roche,Synthekine,uniQure"
6393,"YERVOY, Ipilimumab, RGX-104, Abequolixron","BMS,Inspirna"
6394,"ASC-22, Envafolimab","Ascletis,Suzhou Alphamab"
6395,Daprodustat,GSK
6396,PAXLOVID,Pfizer
6397,"JARDIANCE,Empagliflozin","Boehringer Ingelheim,Eli Lilly"
6398,,"Alcon,Ivantis"
6399,"Plinabulin,Docetaxel",BeyondSpring Pharmaceuticals
6400,CDx Solutions,"I-Mab,Roche"
6401,"REGEN-COV,Casirivimab and imdevimab",Regeneron
6402,,"Biotech Acquisition Corp.,Blade Therapeutics"
6403,"AIMOVIG,erenumab-aooe",Amgen
6404,"COSENTYX,Secukinumab",Novartis
6405,"lanraplenib, KB-0742","Kronos Bio,Tempus"
6406,NGS-based CDx,"Thermo Fisher Scientific,AstraZeneca"
6407,"BLU-945,BLU-701","Blueprint,Zai Lab"
6408,Rimegepant,"Pfizer,Biohaven"
6409,,"Coloplast,Atos Medical"
6410,CABOMETYX + atezolizumab,Exelixis
6411,"KarXT Program,Xanomeline / Trospium Chloride","Zai Lab,Karuna"
6412,"RINVOQ,Upadacitinib",AbbVie
6413,"Tremfya,Guselkumab",Janssen Pharmaceuticals
6414,"Eftansomatropin alfa,TJ-101","I-Mab,Jumpcan Pharmaceutical Group"
6415,,"Genentech,Novome Biotechnologies"
6416,CP-101,Finch
6417,,"Secarna,Achilles"
6418,HZN-825,Horizon Therapeutics
6419,,"Mustang Bio,Leiden University Medical Center"
6420,,Key Biosimilars Events
6421,,"Organon,Forendo Pharma"
6422,"CT-P59,Regdanvimab",Celltrion Healthcare
6423,"JARDIANCE,Empagliflozin","Boehringer Ingelheim,Eli Lilly"
6424,"IL-12,Immune Checkpoint Inhibitors","Oncorus,Gaeta"
6425,Semaglutide,Novo Nordisk
6426,Lecanemab,Eisai
6427,,
6428,RGX-314,REGENXBIO
6429,Sotrovimab,"GSK,Vir Biotechnology"
6430,Sotorasib,Amgen
6431,,"AcelRx,Lowell"
6432,"Elexacaftor, Tezacaftor and Ivacaftor",Vertex
6433,IBI-302,Innovent Biologics
6434,tisotumab vedotin-tftv,Genmab
6435,,"Entos,BioMarin"
6436,Milvexian,"Janssen Pharmaceuticals, BMS"
6437,Toripalimab,"Coherus BioSciences,Junshi"
6438,"LIVMARLI,Maralixibat",Mirum Pharmaceuticals
6439,Regdanvimab,Celltrion
6440,AZD-8601,"AstraZeneca,Moderna"
6441,,Paracrine
6442,Arpraziquante,Merck & Co.
6443,"SEMGLEE,Insulin glargine","Viatris (Mylan),Biocon"
6444,,"Sotio,LegoChem Biosciences"
6445,Molnupiravir,"Merck & Co.,Ridgeback"
6446,"SKYRIZI,Risankizumab-rzaa",AbbVie
6447,"VUMERITY,Diroximel Fumarate",Biogen
6448,NVG-291,NervGen
6449,"DNL-593, PTV:PGRN","Takeda,Denali"
6450,,"Merck KGaA,Burning Rock"
6451,LOKELMA,AstraZeneca
6452,,Allergan
6453,"TAVNEOS,Avacopan",ChemoCentryx
6454,,"OncoOne,Genscript"
6455,AZD-7442,AstraZeneca
6456,Xipere,"Bausch Health,Clearside Biomedical"
6457,"NUCALA,Mepolizumab",GSK
6458,,US FDA New Drug Approvals
6459,,"Novo Nordisk,Dicerna"
6460,"KEYTRUDA,Pembrolizumab",Merck & Co.
6461,"AB-308,Domvanalimab,Etrumadenant,Quemliclustat","Gilead,Arcus"
6462,Quizartinib,Daiichi Sankyo
6463,"Selinexor,ATG-010",Antengene
6464,"SUNOSI,Solriamfetol",Jazz
6465,,
6466,"Islatravir,Lenacapavir","Gilead,Merck & Co."
6467,KO-539,Kura Oncology
6468,Vupanorsen,Pfizer
6469,,"Janssen Biotech, Philogen"
6470,"BRUKINSA,Zanubrutinib",BeiGene
6471,ARVN-001,Arctic Vision
6472,,
6473,COMIRNATY,"Pfizer,BioNtech"
6475,HERCEPTIN,Chugai
6476,,Johnson & Johnson
6477,FYARRO,AADi
6478,SEL-302,Selecta
6479,KX-826,Kintor Pharmaceuticals
6480,,"Kintor Pharma, Selecta Biosciences, Aadi Bioscience, Johnson & Johnson, Chugai, Pfizer, BioNTech, Arctic Vision, BeiGene, Janssen, Philogen, Kura Oncology, Gilead, Merck, BMS, Hutchmed, AstraZeneca, Takeda, Scynexis, Apollomics, Galapagos, Neurocrine, Sosei Heptares, Arrowhead, GSK, Twist Bioscience, Abveris, Regeneron, Nykode, Mirati, BridgeBio, Helsinn, Innovent, CStone, Jiangsu Hengrui, Zenas, Xencor, UCB"
6481,Molnupiravir,"Ridgeback,Merck & Co.E"
6483,COVID-19 Vaccine,Clover Biopharmaceuticals
6484,"COVAXIN,BBV-152",Ocugen
6485,QuantiFERON-TB Gold Plus Assay,Qiagen and DiaSorin
6486,,Turnstone Biologics
6487,Mirdametinib,SpringWorks Therapeutics
6489,Guardant360 Liquid Biopsy Test,Guardant Health
6490,LNG-451,"Blueprint, Lengo"
6491,Deucravacitinib,BMS
6492,"Lenvima+keytruda, pembrolizumab, lenvatinib","Merck & Co.,Eisai"
6493,Toripalimab,Junshi
6494,NGS-based MRD Assay,"AstraZeneca,Genetron Health "
6495,"Domvanalimab,AB-308","Taiho,Arcus"
6496,,Vivacare
6497,ADCs,"Synaffix, Mersana"
6498,"ZEPZELCA,Lurbinectedin,Tecentriq",Jazz
6499,,"Pfizer,NiKang"
6500,"SKYRIZI,Risankizumab-rzaa",AbbVie
6501,SEMGLEE,Prime Therapeutics
6502,Olverembatinib,"Ascentage,Innovent Biologics"
6503,RNA Cell Therapy,Cartesian Therapeutics
6504,Zuranolone,"Sage Therapeutics,Biogen"
6505,,"Astellas,Dyno"
6506,"OTEZLA,Apremilast",Amgen
6507,"DARZALEX FASPRO,Daratumumab and hyaluronidase-fihj","Janssen,Amgen"
6508,"BAT-1806,Tocilizumab biosimilar",Bio-Thera Solutions
6509,Pegfilgrastim Biosimilar,Fresenius Kabi
6510,"ABRILADA,Adalimumab Biosimila",Pfizer
6511,"AMJEVITA,Adalimumab Biosimilar",Amgen
6512,UCB-0599,UCB;Novartis
6513,VAXNEUVANCE,Merck & Co.
6514,,"Merck & Co.,Spinoff Organon"
6515,,"ITM,Navigo"
6516,,
6517,"PN-235, JNJ-77242113","Protagonist, Janssen Biotech"
6518,"SYLVANT,Siltuximab",Beigene
6519,"LIVTENCITY,Maribavir",Takeda
6520,MP0533,"Molecular Partners, University of Bern"
6521,GTX-104,Acasti Pharma
6522,"REBLOZYL,luspatercept-aamt",BMS
6523,,
6524,"KEYTRUDA,Pembrolizumab",Merck
6525,Paxalisib,Kazia
6526,"KRAS G12C Inhibitor Research Program,Cetuximab",Jacobio
6527,,Johnson & Johnson
6528,MVA-BN,Bavarian Nordic
6529,Pegzilarginase,Aeglea
6530,Medidata Sensor Cloud,Medidata
6531,"RINVOQ,Upadacitinib",AbbVie
6532,Islatravir,"MSD Merck, Sharp & Dohme"
6533,"KEYTRUDA,Pembrolizumab,CAR-M Research Program","Merck & Co., Carisma"
6534,Eplontersen,"AstraZeneca,Ionis Pharma"
6535,"RHOPRESSA,ROCKLATAN","Aerie Pharmaceuticals,Santen"
6536,Zavegepant,Biohaven
6537,,Coral Genomics
6538,,Alvotech
6539,,"Roche,Recursion"
6540,COVID-19 Vaccine,"GSK,Medicago"
6541,Valbenazine,Neurocrine Biosciences
6542,"ACTEMRA,RoActemra",Roche
6543,Zuranolone,"Sage Therapeutics,Biogen"
6544,Thin Film Freezing Technology,TFF Pharmaceuticals
6545,"SOT-101, keytruda","MSD Merck, Sharp & Dohme,Sotio"
6546,Cosibelimab,Checkpoint Therapeutics
6547,,"Qiagen,Denovo Biopharma"
6548,EVUSHELD,AstraZeneca
6549,Amubarvimab+romlusevimab,Brii Bio
6550,"LIVTENCITY,Maribavir",Takeda
6551,Sulbactam-Durlobactam (SUL-DUR),Entasis Therapeuticsâ€™
6552,Etranacogene Dezaparvovec,"uniQure,CSL Behring"
6553,"APG-1387,SCB-313","Ascentage, Clover"
6554,ANG-3777,"Vifor Phrama,Angion"
6555,,Thermo Fisher
6556,"Tiragolumab,TECENTRIQ,Atezolizumab",Genentech
6557,"Aspaveli,Pegcetacoplan",Sobi
6558,,
6559,,"Eli Lilly,Regor"
6560,"ABBV-383, Nirogacestat","AbbVie,SpringWorks Therapeutics"
6561,"DUPIXENT,Dupilumab",Sanofi
6562,CALQUENCE,AstraZeneca
6563,"ZEPZELCA,Lurbinectedin","Jazz,PharmaMar"
6564,"ATG-017,OPDIVO,Nivolumab","Antengene,BMS"
6565,,AstraZeneca
6579,,Pfizer
6600,,"Eli Lilly,Foghorn Therapeutics"
6601,AB-729,"Arbutus Biopharma,Qila"
6602,Teclistamab,Janssen Pharmaceuticals
6603,AZD-7442,"AstraZeneca,Samsung Biologics"
6604,Toripalimab,"Coherus BioSciences,Junshi"
6605,Epic Plus Tissue Valves,Abbott
6606,IMA-401,"BMS,Immatics"
6607,," CSL Behring,Vifor Pharma"
6608,"XELJANZ,Tofacitinib citrate",Pfizer
6609,Mirikizumab,Eli Lilly
6610,"POLIVY,Polatuzumab vedotin-piiq",Genentech
6611,ISB-880,"Ichnos Sciences,Almirall"
6612,AZP-3601,Amolyt Pharma
6613,"Eprontia, topiramate","Eton,Azurity"
6614,BESREMI,Onco360
6615,CYTALUX,On Target Laboratories
6616,VOXZOGO,BioMarin
6617, COVID-19 Booster Vaccine,Johnson & Johnson
6618,Suvecaltamide,Jazz
6620,BXCL-501,Bioexcel
6621,ORENCIA,BMS
6622,Systemic pegcetacoplan,"Apellis,Sobi"
6623,"DYANAVEL XR,Amphetamine",Tris Pharma
6624,NVX-CoV2373,"Novavax,Takeda"
6625,,
6626,,"Horizon Therapeutics,Alpine Immune Sciences"
6627,PAXLOVID,Pfizer
6628,"YESCARTA,Axicabtagene Ciloleucel","Daiichi Sankyo,Kite Pharma (Gilead)"
6629,,"BioMarin,Skyline"
6630,Molnupiravir,Ridgeback;Merck & Co.
6631,Elafibranor,"Ipsen, GENFIT"
6632,,
6633,,"Janssen Biotech, Dyadic International"
6634,"XEVUDY,Sotrovimab","GSK,Vir Biotechnology"
6635,"OXBRYTA,Voxelotor",GBT
6636,Lenti-D,bluebird bio
6637,Ligelizumab,Novartis
6638,,Lineage Cell Therapeutics
6639,,Boston Scientific
6640,Ociperlimab,"Novartis,BeiGene"
6641,Omecamtiv Mecarbil,"Cytokinetics, Ji Xing"
6642,"APRETUDE,Cabotegravir",Viiv Healthcare
6643,,"Sanofi,Amunix"
6644,Lebrikizumab,Eli Lilly
6645,"Veklury,remdesivir",Gilead
6646,NeuMoDx Systems,QIAGEN
6647,"Nexpovio, selinexor","Karyopharm,Menarini"
6648,,"GSK,Ligand"
6649,CyclASol,Noavliq
6650,Lenacapavir,Gilead
6651,,"Novartis,Gyroscope Therapeutics"
6652,"VYNDAQEL,Vyndamax",Pfizer
6653,,Trialbee
6654,PAXLOVID,Pfizer
6655,"Ebronucimab, Anti PCSK9 mAb","AkesoBio,Dawnrays Phamaceutical Holdings"
6656,,"Aerogen Pharma,Nuance Biotech"
6657,"Posimir,Bupivacaine",Durect
6658,"VEKLURY,remdesivir",Gilead
6659,COSENTYX,Novartis
6660,,
6661,,
6662,,
6663,,"Aarvik Therapeutics,ArriVent Biopharma"
6664,,"Quidel,Ortho Clinical Diagnostics"
6665,"TYVYT,Byvasda",Innovent
6666,Molnupiravir,Ridgeback;Merck & Co.
6667,"ENHERTU,fam-trastuzumab deruxtecan-nxki",Daiichi Sankyo
6668,Spesolimab,Boehringer Ingelheim
6669,,Cionic
6670,,"ITM,Grand Pharma"
6671,,Shionogi
6672,"Lenvima+keytruda, pembrolizumab, lenvatinib","Merck & Co.,Eisai"
6673,"TJ-271,Enoblituzumab,KEYTRUDA,Pembrolizumab",I-Mab
6674,"AG-10,Acoramidis",Eidos Therapeutics (BridgeBio Pharma)
6675,"ADBRY,Tralokinumab",LEO Pharma
6676,DPX Technology,IMV
6677,Valemetostat,Daiichi Sankyo
6678,Mavrilimumab,Kiniska
6679,PL-9643,Palatin Technologies
6680,,Sorrento
6681,Imlifidase,Hansa Biopharma
6682,CYNK-001,Celularity
6683,,Synchrony
6684,CHS-1420,Coherus BioSciences
6685,"SB-12,SOLIRIS,Eculizumab biosimilar",Samsung Bioepis
6686,AMX-0035,Amylyx Pharmaceuticals
6687,Teclistamab,Janssen Pharmaceutical
6688,"SB3,Trastuzumab",Samsung Bioepis
6689,ATG-016,Antengene
6690,"Pusintin,Bevacizumab Biosimilar",TOT Biopharm
6691,"Hanbeita,Bevacizumab Biosimilar",Henlius
6692,CLINITEST COVID-19,Siemens
6693,Nadunolimab,Cantargia
6694,BAT6026,Bio-Thera Solutions
6695,,Clario
6696,JZP-150,Jazz
6697,Resmetirom,Madrigal
6698,"HERZUMA,Trastuzumab,Gedatolisib",Celltrion Healthcare
6699,"RECORLEV,Levoketoconazole",Xeris Pharmaceuticals
6700,Tocilizumab biosimilar,"Theramax,Enzene Biosciences"
6701,"FYB-201,Ranibizumab","MS Pharma,Bioeq"
6702,Pegfilgrastim,"Lupin,Biomm"
6703,"AVT-02,Adalimumab",Alvotech
6704,"COVAXIN,BBV-152",Bharat Biotech
6705,Sotagliflozin,Lexicon Pharmaceuticals
6706,"TRAZIMERA,Trastuzumab-qyyp","Merck & Co.,Nanostring"
6707,Batoclimab,Immunovant
6708,,
6709,"KEYTRUDA,DARZALEX",Xbrane Biopharma
6710,KX-826,Kintor Pharmaceuticals
6711,SARS vaccine,Novavax
6712,Nadunolimab,Cantargia
6713,BNC-210,Bionomics
6714,,"Ovid Therapeutics,AstraZeneca"
6715,,Alto Neuroscience
6716,,"Pfizer,BioNtech"
6717,,Asieris Pharamaceuticals
6718,Vamorolone,"Santhera,Sperogenix"
6719,Orismilast,UNION therapeutics
6720,"Dovitinib, Stenoparib","Allarity Therapeutics,Oncoheroes"
6721,Imlifidase,"Hansa Biopharma,AskBio"
6722,"Tremfya,guselkumab",Janssen
6723,,"Genmab,Synaffix"
6724,Ficlatuzumab,"Aveo,Merck KGaA"
6725,"BIIB-115, ION-306","Biogen,Ionis Pharma"
6726,"Teliso-V,Telisotuzumab vedotin",AbbVie
6727,AMX-0035,Amylyx Pharmaceuticals
6728,MYCAPSSA,Amryt Pharma
6729,Guardant360 Liquid Biopsy Test,Guardant Health
6730,KYV-201,Kyverna Therapeutics;Intellia Therapeutics
6731,"NKT-2152,FOTIVDA,Tivozanib","NiKang,Aveo"
6732,Xywav,Jazz
6733,Tislelizumab,BeiGene
6734,CABOMETYX + atezolizumab,Exelixis
6735,,"Junshi,Dot Bio"
6736,"Herceptin,HD-201","Prestige,Dr. Reddy"
6737,EG-12014,Sandoz
6738,Denosumab,"Gedeon Richter,Hikma Pharmaceuticals"
6739,,
6740,,"Amgen,Generate Biomedicines"
6741,,"Stryker,Vocera"
6742,,"Eli Lilly,Entos"
6743,,"Exscientia,Sanofi"
6744,NI-006,"AstraZeneca,Neurimmune"
6745,Linzagolix,Obseva
6746,,
6747,,
6748,"EVKEEZA,Evinacumab","Regeneron,Ultragenyx"
6749,"RINVOQ,Upadacitinib",AbbVie
6750,"LUMAKRAS,Sotorasib",Amgen
6751,BHV-2100,"Biohaven,KU Leuven"
6752,"Ensovibep,MP-0420","Novartis,Molecular Partners"
6753,,"Mammoth Biosciences,Bayer"
6754,"Pharma Deals, Pharma companies, Fundings","DealForma,PharmaShots"
6755,,"BMS,Century Therapeutics"
6756,,"Pfizer,Beam Therapeutics"
6757,"Trodelvy+Keytruda,sacituzumab govitecan-hziy,Pembrolizumab","Gilead,Merck & Co."
6758,,"Acadia,Stoke Therapeutics"
6759,"KEYTRUDA,Pembrolizumab",Merck & Co.
6760,,"Moderna,Carisma"
6761,,Insmed
6762,,"Pfizer,Dren Bio"
6763,ABL-301,"Sanofi,ABL Bio"
6764,ASC-42,Ascletis
6765,,"Merck & Co.,Aligos Therapeutics"
6766,BDTX-1535,Black Diamond Therapeutics
6767,MYCAPSSA,Amryt Pharma
6768,COVID-19 Vaccine,Medicago'
6769,"KEYTURDA,Pembrolizumab,MVP-S",IMV
6770,"Prevnar 20,Pneumococcal 20-valent conjugate vaccine",Pfizer
6771,ARO-APOC3,Arrowhead Pharma
6772,"Edaravone,MT 1186",Mitsubishi Tanabe Pharma
6773,,"AstraZeneca,Scorpion"
6774,,Abbott
6775,,Roche
6776,"TEZSPIRE,Tezepelumab-ekko","Amgen,AstraZeneca"
6777,"Lumakras,BBP-398","BridgeBio Pharma,Amgen"
6779,Opaganib,RedHill Biopharma
6780,EDDC-2214,Everest Medicines
6781,"ZEJULA,Niraparib","Tempus,GSK"
6782,TransCon hGH,Ascendis
6783,,
6784,"RINVOQ,Upadacitinib",AbbVie
6785,Tapinarof,Dermavant Sciences
6786,VAXZEVRIA,AstraZeneca
6787,"CIBINQO,Abrocitinib",Pfizer
6788,,Medtronic
6789,"ASC-22, KN-035",Ascletis
6790,,Janssen
6791,AN108,CANbridge
6792,,"Neurimmune,Ono"
6793,,"Eli Lilly,Abbisko Therapeutics"
6794,"Paxlovid,Nirmatrelvir and ritonavir",Pfizer
6795,,"Evotec,Eli Lilly"
6796,"ZYNLONTA,Loncastuximab Tesirine","ADC Therapeutics,Mitsubishi Tanabe Pharma"
6797,,GSK
6798,"KEYTRUDA,Pembrolizumab",Merck & Co.
6799,"IMFINZI,Durvalumab",AstraZeneca
6800,,"GSK,23andMe"
6801,Cabozantinib s-malate,Exelixis
6802,"Dupixent,Dupilumab",Sanofi
6803,,"UCB,Zogenix"
6804,,"J.P. Morgan ,Novartis,moderna,eli lilly,Johnson & Johnson,bayer,takeda,amgen,gilead,sanofi,roche,abbvie,regeneron,pfizer ,gsk,biontech"
6805,Imfinzi+tremelimumab,AstraZeneca
6806,"LIBTAYO,Cemiplimab-rwlc",Regeneron
6807,"TAVNEOS,Avacopan",ChemoCentryx
6808,Atacicept,Vera
6809,"LUMAKRAS,Sotorasib",Amgen
6810,,"Sema4,GeneDx"
6811,,
6812,,"Eleusis,Silver Spike"
6813,"Keytruda, Pembrolizumab, Lenvima, Lenvatinib","Merck & Co.,Eisai"
6814,Elzovantinib and aumolertinib,Turning Point Therapeutics
6815,PRV-3279,Provention Bio
6816,"ASLAN-004,eblasakimab",Aslan
6817,"ABECMA,Idecabtagene vicleucel",BMS
6818,,
6819,"TYVYT,Byvasda,Bevacizumab, sintilimab","Innovent Biologics,Eli Lilly"
6820,"SKYRIZI,Risankizumab-rzaa",AbbVie
6821,Vutrisiran,Alnylam
6822,,
6823,"VEKLURY,Remdesivir",Gilead
6824,Ensifentrine,Verona Pharma
6825," ASC-40,Bevacizumab",Ascletis
6826,"QINLOCK,Ripretinib",Deciphera
6827,Faricimab-svoa,Genentech
6828,Eltanexor,Karyopharm
6829,"Evrysdi,Risdiplam",Genentech
6830,HZN-825,Horizon
6831,"VYEPTI,Eptinezumab-jjmr",Lundbeck
6832,,E&E CRO Consulting
6833,"LEQVIO,Inclisiran",Novartis
6834,Dartisla ODT,Edenbridge
6835,Entadfi,Veru
6836,"TARPEYO,Budesonide",Calliditas Therapeutics
6837,"XACIATO,Clindamycin Phosphate",Daré’s
6838,"Xarelto ,rivaroxaban",Janssen
6839,Cosibelimab,Checkpoint Therapeutics
6840,"Magrolimab,AZACITIDINE",Gilead
6841,Tovinontrine,Imara
6842,"KIMMTRAK,Tebentafusp-tebn",Immunocore
6843,Momelotinib,Sierra Oncology
6844,"KEYTRUDA,Pembrolizumab",Merck & Co.
6845,,
6846,,
6847,"PAXLOVID,Nirmatrelvir and ritonavir",Pfizer
6848,BBP-631,BridgeBio Pharma
6849,"ADG-106,ADG-116",Adagene
6850,MRx-4DP0004,4D Pharma
6851,AUP-16,"Aurealis,Xbiome"
6852,"PD1-Vaxx,Atezolizumab","Imugene,Roche"
6853,,
6854,"BYOOVIZ, Ranibizumab-nuna, SB-15, Aflibercept","Biogen, Samsung Biologics"
6855,"Lorviqua,Lorlatinib",Pfizer
6856,VABYSMO,Genentech
6857,Ivonescimab,AkesoBio
6858,"DUPIXENT,Dupilumab","Regeneron ,Sanofi"
6859,"BREYANZI,Lisocabtagene maraleucel",BMS
6860,NBTXR3,Nanobiotix
6861,"Yuflyma,Adalimumab",Celltrion
6862,"YESCARTA, Axicabtagene Ciloleuce",Kite Pharma
6863,Resmetirom,Madrigal
6864,VONVENDI,Takeda
6865,,"MaxCyte,Intima Bioscience"
6866,Brilaroxazine,Reviva Pharmaceuticals
6867,Mosunetuzumab,"Biogen,Genentech"
6868,"CABENUVA,Cabotegravir and rilpivirine",Janssen
6869,,"Pfizer ,BioNTech"
6870,Ridinilazole,Arcutis
6871,ANAVEX 2-73,Anavex
6872,,"Sarepta,GenEdit "
6873,,Accenture
6874,Insulin Glargine,Lannett
6875,"Simlandi,Adalimumab","JAMP,Alvotech"
6876,"BI-695502,Bevacizumab",Boehringer Ingelheim
6877,"MYL-1402O,Bevacizumab","Viatris (Mylan),Biocon"
6878,"SB5,Adalimumab","Samsung Bioepis,Organonâ€™"
6879,"BIKTARVY, Dolutegravir","Viiv Healthcare, GSK, Shionogi, Gilead "
6880,BBI-10,"Brickell,Carna"
6881,"PDS-0101,KEYTRUDA",PDS Biotechnology
6882,Insulin-R,"Biocon,Eli Lilly"
6883,"SB5,Adalimumab",Samsung Bioepis
6884,"AVT23,XOLAIR, omalizumab","Alvotech,BiosanaPharma"
6885,"RYLAZE, Asparaginase erwinia chrysanthemi (recombinant)-RYWN",Jazz
6886,"PDA10,Epoetin Alfa",PanGen Biotech
6887,KSI-301,Kodiak Sciences
6888,,"Orion,CuraTeQ"
6889,,
6890,,"Mersana, Janssen Biotech"
6891,,"Amgen,Plexium"
6892,ADCETRIS,Seagen (formerly Seattle Genetics)
6893,REG-101,AstraZeneca;Regio
6894,UGN-102,UroGen Pharma
6895,,Timber Pharmaceuticals
6896,,
6897,"ENJAYMO,Sutimlimab-jome",Sanofi
6898,Etranacogene Dezaparvovec,CSL Behring
6899,Omecamtiv Mecarbil,Cytokinetics
6900,VLA-15,"Pfizer,Valneva"
6901,Valoctocogene Roxaparvovec,BioMarin
6902,Tasquinimod,Active Biotech
6903,,RSIP Vision
6904,AT-845,Astellas
6905,Opaganib,RedHill Biopharma
6906,"Elraglusib,Folfirinox",Actuate Therapeutics
6908,NGM-621,NGM
6909,ST-920,Sangamo
6910,AMT-130,uniQure
6911,Tapinarof,Dermavant
6913,Gaboxadol,"Healx,Ovid Therapeutics"
6914,Selinexor,Karyopharm
6915,LYBALVI,Alkermes
6916,"TRULANCE,Plecanatide",Bausch Health
6917,,"EdiGene,Neukio"
6918,"COPIKTRA,Duvelisib",Secura Bio
6919,,Myriad Genetics
6920,,"AiCuris,Hybridize"
6921,AB-002,"AKSO Biopharmaceutical,Huadong Medicine"
6922,EG-70,enGene
6923,"DUPIXENT,Dupilumab",Regeneron
6924,,"Eli Lilly,Foundation Medicine"
6925,,
6926,Nitric Oxide,SaNOtize
6927,Linzagolix,ObsEva
6928,Ibrexafungerp,Scynexis
6929,NVX-CoV2373,Novavax
6930,"VABYSMO,SUSVIMO",Genentech
6931,BENLYSTA,GSK
6932,VB10.16 and atezoluzimab,Nykode Therapeutics
6933,,
6934,Sepofarsen,ProQR
6935,,"Pfizer,BioNTech"
6936,Bebtelovimab,Eli Lilly
6937,"CT-103A,IBI-326","IASO Biotherapeutics,Innovent Biologics"
6938,"ASC-22,Tucidinostat",Shanghai Public Health Clinical Center
6939,,
6940,MVA-BN RSV,Bavarian Nordic
6941,RVT-2001,"Roivant,Eisai"
6942,,
6943,,"Collegium,BioDelivery"
6944,AM-712,AffaMed Therapeutics
6945,,Calliditas Therapeutics
6946,Dasiglucagon,Zealand Pharma
6947,"Lynparza,Abiraterone",AstraZeneca
